id;question;answer;unit;category;answer_type
884;Jaka liczba występuje w tytule film „1492: Wyprawa do raju”?;1492.0;liczba;popkultura/tytuły;fakt
885;Jaka liczba występuje w tytule film „Apollo 13”?;13.0;liczba;popkultura/tytuły;fakt
886;W którym roku rozpoczęła się wyprawa Magellana dookoła świata?;1519.0;rok;historia;fakt
887;Ile metrów ma rzut karny w piłce nożnej (odległość punktu karnego od bramki)?;11.0;m;sport/piłka nożna;fakt
888;Ile litrów to 250 ml?;0.25;l;konwersje/objętość;wyliczone(≈)
889;Ile tygodni to miesiąc (w przybliżeniu)?;4.0;tyg.;czas;około
890;Jaka liczba występuje w tytule film „300”?;300.0;liczba;popkultura/tytuły;fakt
891;Ile kręgów ma kręgosłup człowieka (łącznie, w przybliżeniu)?;33.0;szt.;człowiek;około
892;Ile metrów ma mila morska?;1852.0;m;jednostki;fakt
893;Ile ścian ma klasyczna kostka do gry?;6.0;ścian;gry/logika;fakt
894;W którym roku powstał standard USB 1.0 (około)?;1996.0;rok;historia;około
895;Ile boków ma pięciokąt?;5.0;boków;ciekawostki/geometria;fakt
896;Jaka jest maksymalna/przybliżona prędkość wiewiórka?;20.0;km/h;natura/zwierzęta;około
897;Ile cyfr ma liczba w numerze karty płatniczej (typowo)?;16.0;cyfr;technologia/codzienne;typowo
898;W którym roku zadebiutowała Nintendo Entertainment System (NES) w Japonii (Famicom)?;1983.0;rok;historia;fakt
899;Ile możliwych kombinacji ma 6‑punktowy Braille (łącznie z pustą)?;64.0;kombinacji;język/ciekawostki;wyliczone(≈)
900;Ile lat żyje lew (w przybliżeniu)?;14.0;lat;natura/zwierzęta;około
901;Ile godzin ma 10 dni?;240.0;h;konwersje/czas;wyliczone(≈)
902;Ile kilometrów ma wyścig kolarski „etap” (w przybliżeniu)?;180.0;km;sport/kolarstwo;około
903;Ile dni w roku to dni wolne od pracy (weekendy) – w przybliżeniu?;104.0;dni;czas;wyliczone(≈)
904;Ile razy powtarza się refren w typowej piosence (w przybliżeniu)?;3.0;razy;muzyka;typowo
905;Jaka liczba występuje w tytule film „60 sekund”?;60.0;liczba;popkultura/tytuły;fakt
906;Ile milimetrów to 10 m?;10000.0;mm;konwersje/dystans;wyliczone(≈)
907;W którym roku nastąpił krach giełdowy rozpoczynający Wielki Kryzys?;1929.0;rok;historia;fakt
908;Ile godzin ma 8 tygodnie?;1344.0;h;konwersje/czas;wyliczone(≈)
909;Ile sekund trwa 19 minut?;1140.0;s;konwersje/czas;wyliczone(≈)
910;Ile znaków ma SMS w UCS‑2 (np. z polskimi znakami) – w przybliżeniu?;70.0;znaków;technologia;typowo
911;Ile lat żyje zając (w przybliżeniu)?;9.0;lat;natura/zwierzęta;około
912;Ile pól ma jedna kolumna (file) na szachownicy?;8.0;pól;gry/szachy;fakt
913;Ile portów ma zakres TCP/UDP (0–65535)?;65536.0;portów;technologia/sieci;fakt
914;Ile lat żyje lis (w przybliżeniu)?;5.0;lat;natura/zwierzęta;około
915;Ile sekund trwa 45 minut?;2700.0;s;konwersje/czas;wyliczone(≈)
916;Ile osób mieszka przeciętnie w gospodarstwie domowym (w przybliżeniu)?;2.5;osób;świat/społeczeństwo;około
917;Ile wynosi 10% z 1000?;100.0;jedn.;konwersje/procenty;wyliczone(≈)
918;Ile centymetrów to 50 m?;5000.0;cm;konwersje/dystans;wyliczone(≈)
919;Ile stopni ma temperatura w biurze latem (w przybliżeniu)?;23.0;°C;codzienne;typowo
920;Ile metrów ma półmaraton w metrach?;21097.5;m;sport;wyliczone(≈)
921;Ile metrów ma bieg na 800 m?;800.0;m;sport/lekkoatletyka;fakt
922;Ile bitów ma skrót SHA‑256?;256.0;bit;technologia/bezpieczeństwo;fakt
923;Ile wynosi 25% z 300?;75.0;jedn.;konwersje/procenty;wyliczone(≈)
924;Ile metrów ma bieg na 10 000 m?;10000.0;m;sport/lekkoatletyka;fakt
925;Ile lat żyje lama (w przybliżeniu)?;20.0;lat;natura/zwierzęta;około
926;Ile litrów ma typowy czajnik elektryczny?;1.7;l;codzienne;typowo
927;Ile apostołów miał Jezus w tradycji chrześcijańskiej?;12.0;szt.;kultura/religia;fakt
928;Ile minut trwa typowa lekcja w szkole?;45.0;min;świat/społeczeństwo;fakt
929;W którym roku miał premierę film „Avatar” (Camerona)?;2009.0;rok;historia;fakt
930;Ile linijek ma haiku (klasycznie)?;3.0;linijki;kultura/literatura;fakt
931;Jaka jest maksymalna/przybliżona prędkość koń?;60.0;km/h;natura/zwierzęta;około
932;W którym roku rozpoczęto produkcję Forda Model T?;1908.0;rok;historia;fakt
933;Jaka liczba występuje w tytule film „Pierwszy rycerz”?;1.0;liczba;popkultura/tytuły;fakt
934;Ile królów ma jedna strona w szachach na starcie?;1.0;szt.;gry/szachy;fakt
935;Ile dołków gra się w jednej rundzie golfa?;18.0;dołków;sport/golf;fakt
936;Jaka liczba występuje w tytule film „The Hateful Eight”?;8.0;liczba;popkultura/tytuły;fakt
937;Jaka liczba występuje w tytule film „13. dzielnica”?;13.0;liczba;popkultura/tytuły;fakt
938;Ile figur ma komplet szachów (obie strony)?;32.0;szt.;gry;fakt
939;Ile sekund trwa 9.5 godziny?;34200.0;s;konwersje/czas;wyliczone(≈)
940;Ile znaków ma heksadecymalny zapis 32‑bit (00000000–FFFFFFFF)?;8.0;znaki;technologia;fakt
941;Ile ksiąg ma Iliada (w klasycznym podziale)?;24.0;księgi;kultura/literatura;fakt
942;Ile talerzy ma typowy zestaw obiadowy dla 6 osób (w przybliżeniu)?;18.0;szt.;codzienne/dom;typowo
943;Ile możliwych sum wyrzucisz na dwóch kostkach (od 2 do 12)?;11.0;sum;gry/logika;wyliczone(≈)
944;Ile nóg ma krzesło?;4.0;szt.;codzienne/ciekawostki;umownie
945;Ile odcinków ma typowy sezon anime (tzw. cour)?;12.0;odc.;popkultura/anime;typowo
946;Ile watów to 230V × 10A (w przybliżeniu)?;2300.0;W;technologia/elektryka;wyliczone(≈)
947;Ile miliardów ludzi to 8,1 miliarda?;8.1;mld;świat/społeczeństwo;wyliczone(≈)
948;Ile minut trwa 12 godziny?;720.0;min;konwersje/czas;wyliczone(≈)
949;Ile lat żyje pies (chart) (w przybliżeniu)?;12.0;lat;natura/zwierzęta;około
950;Ile sonetów ma klasyczny cykl „Sonety krymskie” (w przybliżeniu)?;18.0;sonetów;kultura/literatura;około
951;Ile wynosi 25% z 1000?;250.0;jedn.;konwersje/procenty;wyliczone(≈)
952;Jaka jest maksymalna/przybliżona prędkość bóbr?;10.0;km/h;natura/zwierzęta;około
953;Ile minut trwa typowe gotowanie wody w czajniku (w przybliżeniu)?;3.0;min;codzienne;typowo
954;Jaka jest maksymalna/przybliżona prędkość żaba?;13.0;km/h;natura/zwierzęta;około
955;Ile gramów ma 1 kilogram?;1000.0;g;jednostki;fakt
956;Jaka liczba występuje w tytule film „54”?;54.0;liczba;popkultura/tytuły;fakt
957;Ile godzin ma 12 tygodnie?;2016.0;h;konwersje/czas;wyliczone(≈)
958;Ile państw jest w Ameryce Południowej?;12.0;szt.;geografia;fakt
959;Ile bitów ma standardowy dźwięk CD‑Audio (na próbkę) w przybliżeniu?;16.0;bit;media/technologia;fakt
960;Ile dni ma kwartał (w przybliżeniu)?;91.0;dni;czas;około
961;W którym roku miał premierę film „Interstellar”?;2014.0;rok;historia;fakt
962;Ile minut trwa 6 godziny?;360.0;min;konwersje/czas;wyliczone(≈)
963;Ile osób liczy typowa klasa w szkole (w przybliżeniu)?;25.0;osób;świat/społeczeństwo;typowo
964;W którym roku zakończyła się zimna wojna (symbolicznie, około)?;1991.0;rok;historia;około
965;Ile wierzchołków ma ikozaedr?;12.0;wierzchołków;ciekawostki/geometria;fakt
966;W którym roku powstała pierwsza gra „The Legend of Zelda”?;1986.0;rok;historia;fakt
967;Ile minut trwa typowe śniadanie (w przybliżeniu)?;15.0;min;codzienne;typowo
968;Ile kanałów ma standardowy dźwięk stereo?;2.0;kanały;media/technologia;fakt
969;Ile sekund trwa 17 minut?;1020.0;s;konwersje/czas;wyliczone(≈)
970;Ile państw jest w Ameryce Północnej (w przybliżeniu, zależy od definicji)?;23.0;państw;świat/geografia;około
971;Ile wierzchołków ma tetraedr?;4.0;szt.;matematyka;fakt
972;Ile kolorowych bil jest w snookerze (bez czerwonych)?;6.0;szt.;sport/snooker;fakt
973;Ile kolorów ma typowa kostka Rubika (6 ścian)?;6.0;kolorów;gry/logika;fakt
974;Ile punktów jest w snookerze za wbicie czarnej bili?;7.0;pkt;sport/snooker;fakt
975;Ile pól ma jeden rząd (rank) na szachownicy?;8.0;pól;gry/szachy;fakt
976;Ile razy dziennie przeciętnie sprawdza się telefon (w przybliżeniu)?;80.0;razy;świat/społeczeństwo;około
977;Jaka jest maksymalna/przybliżona prędkość ważka?;55.0;km/h;natura/zwierzęta;około
978;Ile punktów ma dartowa tarcza w maksymalnym rzucie (triple 20)?;60.0;pkt;sport;fakt
979;Ile cyfr ma amerykański kod ZIP (podstawowy)?;5.0;cyfr;codzienne;fakt
980;Ile lat ważny jest dowód osobisty (typowo, zależy od kraju)?;10.0;lat;codzienne;typowo
981;Jaka liczba występuje w tytule książka „Siedem lat w Tybecie”?;7.0;liczba;popkultura/tytuły;fakt
982;Ile metrów ma szerokość bramki piłkarskiej?;7.32;m;sport/piłka nożna;fakt
983;Jaka liczba występuje w tytule film „40-letni prawiczek”?;40.0;liczba;popkultura/tytuły;fakt
984;Ile stron ma typowa kartka A4 (licząc przód i tył)?;2.0;strony;codzienne;umownie
985;Ile rund ma standardowy turniej golfowy (zwykle)?;4.0;rundy;sport/golf;typowo
986;W którym roku powstał pierwszy film dźwiękowy „Śpiewak jazzbandu” (premiera)?;1927.0;rok;historia;fakt
987;Ile lat trwa typowe studia doktoranckie (w przybliżeniu)?;4.0;lata;świat/społeczeństwo;typowo
988;Ile centymetrów to 1 m?;100.0;cm;konwersje/dystans;wyliczone(≈)
989;Jaka jest maksymalna/przybliżona prędkość krokodyl?;24.0;km/h;natura/zwierzęta;około
990;Ile wynosi 33.3% z 120?;39.96;jedn.;konwersje/procenty;wyliczone(≈)
991;Ile znaków zodiaku jest w astrologii zachodniej?;12.0;szt.;kultura/ciekawostki;umownie
992;Ile dni ma „miesiąc miodowy” w potocznym sensie (w przybliżeniu)?;30.0;dni;świat/społeczeństwo;umownie
993;Ile minut przed odlotem zaleca się być na lotnisku (krótkie loty, w przybliżeniu)?;120.0;min;podróże;typowo
994;Ile strun ma banjo (typowo) (w przybliżeniu)?;5.0;szt.;muzyka/ciekawostki;typowo
995;Ile kolorów da się opisać w palecie 8‑bit (indeksowanej)?;256.0;kolorów;technologia/grafika;fakt
996;Jaka liczba występuje w tytule film „47 Roninów”?;47.0;liczba;popkultura/tytuły;fakt
997;W którym roku miał premierę film „Obcy – 8. pasażer Nostromo”?;1979.0;rok;historia;fakt
998;Ile szklanek wody dziennie „zaleca się” w popularnym micie 8×?;8.0;szkl.;świat/zdrowie;umownie
999;W którym roku miał premierę film „Matrix”?;1999.0;rok;historia;fakt
1000;Ile przycisków ma typowy pilot do gier (pad) – w przybliżeniu?;14.0;przycisków;technologia/gry;typowo
1001;Ile ml ma typowy kubek kawy w domu?;250.0;ml;codzienne;typowo
1002;W którym roku zakończyła się wojna w Wietnamie?;1975.0;rok;historia;fakt
1003;Jaka liczba występuje w tytule film „12 prac Asteriksa”?;12.0;liczba;popkultura/tytuły;fakt
1004;Ile minut ma godzina?;60.0;min;czas;fakt
1005;Ile wynosi 12.5% z 10?;1.25;jedn.;konwersje/procenty;wyliczone(≈)
1006;Ile godzin dziennie przesypia noworodek (w przybliżeniu)?;16.0;h;człowiek;typowo
1007;Ile minut trwa standardowy mecz baseballu (bardzo zależy) – w przybliżeniu?;180.0;min;sport/baseball;około
1008;W którym roku doszło do wielkiego pożaru Londynu?;1666.0;rok;historia;fakt
1009;Ile bajtów zajmuje jeden piksel w RGB24?;3.0;B;technologia/grafika;fakt
1010;Ile krawędzi ma ikozaedr?;30.0;krawędzi;ciekawostki/geometria;fakt
1011;Ile dni trwa rok roboczy (dni pracujące, w przybliżeniu)?;250.0;dni;świat/społeczeństwo;około
1012;Ile wynosi 50% z 120?;60.0;jedn.;konwersje/procenty;wyliczone(≈)
1013;Ile złych grzechów głównych wyróżnia się najczęściej?;7.0;szt.;kultura/religia;umownie
1014;Jaka liczba występuje w tytule książka „Trzej muszkieterowie”?;3.0;liczba;popkultura/tytuły;fakt
1015;Ile sekund trwa 16 godziny?;57600.0;s;konwersje/czas;wyliczone(≈)
1016;Ile sekund trwa 50 minut?;3000.0;s;konwersje/czas;wyliczone(≈)
1017;Ile pinów ma standardowe złącze USB‑A?;4.0;piny;technologia/hardware;fakt
1018;Ile wynosi 50% z 200?;100.0;jedn.;konwersje/procenty;wyliczone(≈)
1019;Ile minut trwa typowe gotowanie makaronu (w przybliżeniu)?;10.0;min;kuchnia;typowo
1020;Ile lat żyje łoś (w przybliżeniu)?;20.0;lat;natura/zwierzęta;około
1021;Ilu zawodników gra w drużynie piłkarskiej na boisku?;11.0;osób;sport/piłka nożna;fakt
1022;Jaka liczba występuje w tytule film „28 tygodni później”?;28.0;liczba;popkultura/tytuły;fakt
1023;Ile metrów to 0.1 km?;100.0;m;konwersje/dystans;wyliczone(≈)
1024;W którym roku ukazała się powieść „451° Fahrenheita” Bradbury’ego?;1953.0;rok;historia;fakt
1025;Ile zawodników jest na boisku w hokeju na lodzie w jednej drużynie (łącznie z bramkarzem) podczas gry?;6.0;osób;sport/hokej;fakt
1026;Ile sekund trwa 15 minut?;900.0;s;konwersje/czas;wyliczone(≈)
1027;Ile wynosi 20% z 10?;2.0;jedn.;konwersje/procenty;wyliczone(≈)
1028;Ile znaków (hex) ma zapis adresu MAC bez separatorów?;12.0;znaków;technologia/sieci;wyliczone(≈)
1029;Ile wynosi 10% z 200?;20.0;jedn.;konwersje/procenty;wyliczone(≈)
1030;Ile minut trwa typowy teledysk (w przybliżeniu)?;4.0;min;popkultura/muzyka;typowo
1031;Ile kombinacji ma 6‑cyfrowy kod (000000–999999)?;1000000.0;kombinacji;technologia/bezpieczeństwo;wyliczone(≈)
1032;Ile sekund trwa limit na serwis w tenisie (w przybliżeniu, zależy od przepisów)?;25.0;s;sport/tenis;około
1033;Jaka liczba występuje w tytule książka „100 lat samotności”?;100.0;liczba;popkultura/tytuły;fakt
1034;Ile państw liczy G20 (formalnie)?;20.0;szt.;świat;umownie
1035;Ile nut ma pentatonika?;5.0;szt.;muzyka;fakt
1036;Ile pól ma klasyczna plansza Scrabble (15×15)?;225.0;pól;gry/planszowe;wyliczone(≈)
1037;Ile sekund trwa 4 godziny?;14400.0;s;konwersje/czas;wyliczone(≈)
1038;Ile minut trwa typowa odprawa bezpieczeństwa na lotnisku (w przybliżeniu)?;15.0;min;podróże;typowo
1039;Ile par żeber ma człowiek?;12.0;par;człowiek;fakt
1040;Ile elementów ma układ okresowy (obecnie nazwane)?;118.0;szt.;nauka;stan(2025)
1041;Ile państw liczy ONZ?;193.0;szt.;świat;fakt
1042;Ile minut trwa przeciętny lot samolotem na trasie krajowej (w przybliżeniu)?;60.0;min;podróże;typowo
1043;Ile kilometrów ma przeciętny maraton rowerowy amatorski (w przybliżeniu)?;100.0;km;sport/kolarstwo;około
1044;Ile mililitrów to 2 l?;2000.0;ml;konwersje/objętość;wyliczone(≈)
1045;Ile minut trwa 2 godziny?;120.0;min;konwersje/czas;wyliczone(≈)
1046;Ile bil jest łącznie na stole snookerowym na początku (15 czerwonych + 6 kolorowych + biała)?;22.0;szt.;sport/snooker;wyliczone(≈)
1047;W którym roku miał premierę pierwszy film „Toy Story”?;1995.0;rok;historia;fakt
1048;Ile możliwych wyników ma rzut jedną kostką?;6.0;wyników;gry/logika;fakt
1049;W którym roku miały miejsce zamachy 11 września w USA?;2001.0;rok;historia;fakt
1050;Ile liter ma hasło „OK”?;2.0;litery;gry/logika;fakt
1051;Ile godzin ma 30 dni?;720.0;h;konwersje/czas;wyliczone(≈)
1052;Jaka liczba występuje w tytule film „9”?;9.0;liczba;popkultura/tytuły;fakt
1053;Ile kolorów (kier, karo, trefl, pik) ma standardowa talia kart?;4.0;szt.;gry/karty;fakt
1054;Ile cyfr ma numer kierunkowy kraju w formacie +48 (ile cyfr po plusie)?;2.0;cyfr;codzienne;fakt
1055;Ile muz jest w mitologii greckiej?;9.0;szt.;kultura/mitologia;fakt
1056;Ile minut trwa 5 godziny?;300.0;min;konwersje/czas;wyliczone(≈)
1057;Ile wzorów ma flaga Wielkiej Brytanii (krzyże na Union Jack, w przybliżeniu)?;3.0;krzyże;geografia/symbole;umownie
1058;Ile klawiszy ma standardowe pianino?;88.0;szt.;muzyka;fakt
1059;Ile sekund trwa 55 minut?;3300.0;s;konwersje/czas;wyliczone(≈)
1060;Ile stóp ma jard?;3.0;stopy;jednostki;fakt
1061;Ile miesięcy ma kwartał?;3.0;mies.;czas/biznes;fakt
1062;Ile minut trwa standardowy mecz koszykówki NBA (bez przerw)?;48.0;min;sport/koszykówka;fakt
1063;Ile kół ma samochód Formuły 1?;4.0;kół;sport/motorsport;fakt
1064;W którym roku powstała Wikipedia?;2001.0;rok;historia;fakt
1065;Ile pól ma klasyczna plansza Monopoly?;40.0;pól;gry/planszowe;fakt
1066;Jaka liczba występuje w tytule film „Trzynasty wojownik”?;13.0;liczba;popkultura/tytuły;fakt
1067;W którym roku odbyła się pierwsza nowożytna olimpiada?;1896.0;rok;historia;fakt
1068;W którym roku ogłoszono Deklarację Niepodległości USA?;1776.0;rok;historia;fakt
1069;Jaka liczba występuje w tytule książka „Dwanaście prac Herkulesa”?;12.0;liczba;popkultura/tytuły;fakt
1070;Ile sekund trwa 10 godziny?;36000.0;s;konwersje/czas;wyliczone(≈)
1071;Ile minut trwa typowe ładowanie telefonu do 80% (w przybliżeniu)?;45.0;min;technologia/codzienne;typowo
1072;Ile boków ma siedmiokąt?;7.0;boków;ciekawostki/geometria;fakt
1073;W którym roku wynaleziono papier w Chinach (tradycyjnie)?;105.0;rok;historia;fakt
1074;W którym roku zakończyła się rewolucja przemysłowa (pierwsza fala, około)?;1840.0;rok;historia;około
1075;Ile wynosi 33.3% z 20?;6.66;jedn.;konwersje/procenty;wyliczone(≈)
1076;Ile sekund trwa 12 minut?;720.0;s;konwersje/czas;wyliczone(≈)
1077;Ile braci ma tytułowa para w bajce „Jaś i Małgosia”?;2.0;osób;popkultura/bajki;fakt
1078;Ile dni trwa rok szkolny w Polsce (w przybliżeniu)?;180.0;dni;świat/społeczeństwo;około
1079;W którym roku miał miejsce lądowanie w Normandii (D-Day)?;1944.0;rok;historia;fakt
1080;W którym roku doszło do ataku na Pearl Harbor?;1941.0;rok;historia;fakt
1081;Ile pól ma szachownica?;64.0;pól;gry;fakt
1082;Ile bajtów ma UUID?;16.0;B;technologia;wyliczone(≈)
1083;Jaka liczba występuje w tytule film „Se7en”?;7.0;liczba;popkultura/tytuły;fakt
1084;Ile lat trwa typowa studia licencjackie?;3.0;lata;świat/społeczeństwo;typowo
1085;Ile sekund trwa 41 minut?;2460.0;s;konwersje/czas;wyliczone(≈)
1086;Ile minut trwa typowe „daily standup” w Scrum (timebox)?;15.0;min;świat/społeczeństwo;typowo
1087;Ile sekund trwa 180 minut?;10800.0;s;konwersje/czas;wyliczone(≈)
1088;Jaka jest maksymalna/przybliżona prędkość wielbłąd?;65.0;km/h;natura/zwierzęta;około
1089;Ile godzin przestoju rocznie oznacza dostępność 99,9% (w przybliżeniu)?;8.76;h;technologia/SLA;wyliczone(≈)
1090;Ile strun ma wiolonczela (w przybliżeniu)?;4.0;szt.;muzyka/ciekawostki;typowo
1091;W którym roku zaprezentowano pierwszy iPhone?;2007.0;rok;historia;fakt
1092;Ile metrów to 2.4 km?;2400.0;m;konwersje/dystans;wyliczone(≈)
1093;Ile sekund trwa 6 godziny?;21600.0;s;konwersje/czas;wyliczone(≈)
1094;Jaka liczba występuje w tytule film „Piąty element”?;5.0;liczba;popkultura/tytuły;fakt
1095;Ile stron ma moneta?;2.0;strony;gry/logika;fakt
1096;Ile godzin ma doba w UTC?;24.0;h;czas;fakt
1097;Ile znaków (hex) ma skrót SHA‑256?;64.0;znaków;technologia/bezpieczeństwo;fakt
1098;Ile minut trwa typowa podróż windą z parteru na 10 piętro (w przybliżeniu)?;1.0;min;codzienne;typowo
1099;Jaka liczba występuje w tytule film „88 minut”?;88.0;liczba;popkultura/tytuły;fakt
1100;Jaka liczba występuje w tytule film „42”?;42.0;liczba;popkultura/tytuły;fakt
1101;Ile minut trwa typowa reklama w radiu (w przybliżeniu)?;0.5;min;media;typowo
1102;Jaka jest maksymalna/przybliżona prędkość ślimak?;0.05;km/h;natura/zwierzęta;około
1103;Ile bloków po 4 znaki ma IPv6 w typowym zapisie z dwukropkami?;8.0;bloków;technologia/sieci;fakt
1104;Ile osób stoi w typowej kolejce do kasy w supermarkecie (w przybliżeniu)?;4.0;osoby;świat/społeczeństwo;typowo
1105;Ile godzin ma typowy dzień pracy?;8.0;h;świat/społeczeństwo;typowo
1106;Ile przycisków ma mysz komputerowa (typowo)?;3.0;szt.;technologia;typowo
1107;Ile lat żyje wieloryb błękitny (w przybliżeniu)?;90.0;lat;natura/zwierzęta;około
1108;Ile godzin trwa przeciętny lot z Europy do USA (w przybliżeniu)?;9.0;h;podróże;typowo
1109;Ile bitów ma UUID (w teorii)?;128.0;bit;technologia;fakt
1110;Ile cudów świata starożytnego wyróżnia się klasycznie?;7.0;szt.;kultura/historia;umownie
1111;Ilu zawodników gra w futsalu na boisku (jedna drużyna)?;5.0;osób;sport/futsal;fakt
1112;W którym roku zadebiutował pierwszy komputer Apple (Apple I)?;1976.0;rok;historia;fakt
1113;Ile państw jest w Afryce (w przybliżeniu)?;54.0;szt.;geografia;około
1114;Jaka jest maksymalna/przybliżona prędkość pszczoła?;24.0;km/h;natura/zwierzęta;około
1115;Ile milimetrów to 1 m?;1000.0;mm;konwersje/dystans;wyliczone(≈)
1116;Ile nóg ma stołek trójnóg?;3.0;szt.;codzienne/ciekawostki;umownie
1117;Ile wynosi 50% z 10?;5.0;jedn.;konwersje/procenty;wyliczone(≈)
1118;Ile kart jest w jednym kolorze (suit) w standardowej talii?;13.0;szt.;gry/karty;fakt
1119;Ile stron ma paszport (w przybliżeniu, licząc strony na stemple)?;32.0;str.;podróże;typowo
1120;Jaka liczba występuje w tytule serial „7 życzeń”?;7.0;liczba;popkultura/tytuły;fakt
1121;Ile razy dziennie przeciętnie myje się zęby (zalecenie)?;2.0;razy;świat/zdrowie;typowo
1122;W którym roku miał premierę film „Ojciec chrzestny”?;1972.0;rok;historia;fakt
1123;W którym roku rozpoczęła się wojna secesyjna w USA?;1861.0;rok;historia;fakt
1124;W którym roku rozpoczęła się pandemia COVID-19 (globalnie, 1. przypadki 2019)?;2019.0;rok;historia;fakt
1125;Jaka liczba występuje w tytule film „8 kobiet”?;8.0;liczba;popkultura/tytuły;fakt
1126;Ile minut trwa typowa wizyta u dentysty kontrolna (w przybliżeniu)?;20.0;min;świat/zdrowie;typowo
1127;Ile procent to jedna setna (ile procent to 1/100)?;1.0;%;matematyka;fakt
1128;Jaka liczba występuje w tytule film „3000 mil do Graceland”?;3000.0;liczba;popkultura/tytuły;fakt
1129;Ile sekund trwa 33 minut?;1980.0;s;konwersje/czas;wyliczone(≈)
1130;Ile bitów ma słowo w AES‑256 (klucz)?;256.0;bit;technologia/bezpieczeństwo;fakt
1131;Ile bitów ma słowo w AES‑128 (klucz)?;128.0;bit;technologia/bezpieczeństwo;fakt
1132;Ile klawiszy funkcyjnych jest na klawiaturze (F1–F12)?;12.0;szt.;technologia;fakt
1133;W którym roku powstał pierwszy reaktor jądrowy (Chicago Pile-1)?;1942.0;rok;historia;fakt
1134;Ile bitów ma liczba w standardowym IPv4?;32.0;bit;technologia/sieci;fakt
1135;Ile minut trwa typowa wizyta u lekarza rodzinnego (w przybliżeniu)?;10.0;min;świat/zdrowie;typowo
1136;Ile kanałów ma telewizja naziemna w podstawie (w przybliżeniu)?;20.0;kanałów;media;typowo
1137;Ile punktów jest za wbicie czerwonej bili w snookerze?;1.0;pkt;sport/snooker;fakt
1138;Ile wynosi 20% z 1000?;200.0;jedn.;konwersje/procenty;wyliczone(≈)
1139;Ile lat żyje niedźwiedź brunatny (w przybliżeniu)?;25.0;lat;natura/zwierzęta;około
1140;Ilu zawodników (w polu) jest na lodzie w hokeju w jednej drużynie podczas gry (bez bramkarza)?;5.0;osób;sport/hokej;fakt
1141;Ile osób mieści typowy samolot wąskokadłubowy (np. A320, w przybliżeniu)?;180.0;osób;podróże;typowo
1142;W którym roku powstał pierwszy mikrofala (kuchenka mikrofalowa, około)?;1946.0;rok;historia;około
1143;Ile boków ma ośmiokąt STOP na znaku drogowym?;8.0;boków;codzienne;fakt
1144;W którym roku miał premierę film „Władca Pierścieni: Drużyna Pierścienia”?;2001.0;rok;historia;fakt
1145;Ile pionków ma strona w szachach?;8.0;szt.;gry;fakt
1146;Ile minut trwa typowy obiad (w przybliżeniu)?;30.0;min;codzienne;typowo
1147;Ile punktów trzeba zdobyć w tie-breaku (minimum)?;7.0;pkt;sport/tenis;fakt
1148;Ile razy trzeba „podwoić”, żeby z 1 dojść do 1024?;10.0;razy;gry/logika;fakt
1149;Ile nut jest w skali chromatycznej?;12.0;szt.;muzyka;fakt
1150;Ile wynosi 90% z 50?;45.0;jedn.;konwersje/procenty;wyliczone(≈)
1151;Ile państw należy do strefy euro (w przybliżeniu)?;20.0;państw;świat/gospodarka;stan(2025)
1152;Jaka liczba występuje w tytule film „2012”?;2012.0;liczba;popkultura/tytuły;fakt
1153;Ile minut ma jedna kwarta w NFL (czas gry)?;15.0;min;sport/futbol amerykański;fakt
1154;Jaka liczba występuje w tytule książka „Dwanaście krzeseł”?;12.0;liczba;popkultura/tytuły;fakt
1155;Ile pór roku wyróżnia się zwykle w strefie umiarkowanej?;4.0;szt.;czas/natura;umownie
1156;Ile krasnoludków pomaga Królewnie Śnieżce w bajce?;7.0;szt.;popkultura/bajki;fakt
1157;Ile sekund trwa typowy mem w formie wideo (w przybliżeniu)?;10.0;s;popkultura/internet;typowo
1158;Ile pierścieni olimpijskich jest w symbolu olimpijskim?;5.0;szt.;kultura/symbole;fakt
1159;Ilu zawodników gra na boisku w piłce ręcznej (jedna drużyna)?;7.0;osób;sport/piłka ręczna;fakt
1160;Ile cylindrów ma typowy silnik rzędowy 4?;4.0;szt.;technologia/motoryzacja;fakt
1161;Ile wynosi 80% z 300?;240.0;jedn.;konwersje/procenty;wyliczone(≈)
1162;Ile strun ma mandolina (w przybliżeniu)?;8.0;szt.;muzyka/ciekawostki;typowo
1163;W którym roku odbył się pierwszy Super Bowl?;1967.0;rok;historia;fakt
1164;W którym roku powstał serwis Spotify (start usługi, około)?;2008.0;rok;historia;około
1165;Ile klatek na sekundę jest w typowym materiale NTSC (w przybliżeniu)?;30.0;fps;media/technologia;typowo
1166;Ile godzin ma 7 dni?;168.0;h;konwersje/czas;wyliczone(≈)
1167;Jaka jest maksymalna/przybliżona prędkość orka?;56.0;km/h;natura/zwierzęta;około
1168;Ile godzin trwa przeciętny lot z Europy do Azji Wschodniej (w przybliżeniu)?;11.0;h;podróże;typowo
1169;W którym roku podpisano Powszechną Deklarację Praw Człowieka?;1948.0;rok;historia;fakt
1170;W którym roku miała miejsce katastrofa w Czarnobylu?;1986.0;rok;historia;fakt
1171;Ile dni ma rok (w przybliżeniu)?;365.0;dni;czas;fakt
1172;Ile milimetrów to 20 m?;20000.0;mm;konwersje/dystans;wyliczone(≈)
1173;Jaka liczba występuje w tytule film „Trzynaście duchów”?;13.0;liczba;popkultura/tytuły;fakt
